     0.000000000        0.1745329252E-01    0.2065783797E-01
    0.3490658504E-01    0.1745329252E-01    0.2065783687E-01
    0.6981317008E-01    0.1745329252E-01    0.2065783358E-01
    0.1047197551        0.1745329252E-01    0.2065782811E-01
    0.1396263402        0.1745329252E-01    0.2065782050E-01
    0.1745329252        0.1745329252E-01    0.2065781077E-01
    0.2094395102        0.1745329252E-01    0.2065779898E-01
    0.2443460953        0.1745329252E-01    0.2065778519E-01
    0.2792526803        0.1745329252E-01    0.2065776945E-01
    0.3141592654        0.1745329252E-01    0.2065775186E-01
    0.3490658504        0.1745329252E-01    0.2065773248E-01
    0.3839724354        0.1745329252E-01    0.2065771142E-01
    0.4188790205        0.1745329252E-01    0.2065768879E-01
    0.4537856055        0.1745329252E-01    0.2065766468E-01
    0.4886921906        0.1745329252E-01    0.2065763923E-01
    0.5235987756        0.1745329252E-01    0.2065761255E-01
    0.5585053606        0.1745329252E-01    0.2065758477E-01
    0.5934119457        0.1745329252E-01    0.2065755602E-01
    0.6283185307        0.1745329252E-01    0.2065752646E-01
    0.6632251158        0.1745329252E-01    0.2065749622E-01
    0.6981317008        0.1745329252E-01    0.2065746545E-01
    0.7330382858        0.1745329252E-01    0.2065743430E-01
    0.7679448709        0.1745329252E-01    0.2065740292E-01
    0.8028514559        0.1745329252E-01    0.2065737147E-01
    0.8377580410        0.1745329252E-01    0.2065734009E-01
    0.8726646260        0.1745329252E-01    0.2065730895E-01
    0.9075712110        0.1745329252E-01    0.2065727818E-01
    0.9424777961        0.1745329252E-01    0.2065724795E-01
    0.9773843811        0.1745329252E-01    0.2065721840E-01
     1.012290966        0.1745329252E-01    0.2065718967E-01
     1.047197551        0.1745329252E-01    0.2065716191E-01
     1.082104136        0.1745329252E-01    0.2065713524E-01
     1.117010721        0.1745329252E-01    0.2065710981E-01
     1.151917306        0.1745329252E-01    0.2065708572E-01
     1.186823891        0.1745329252E-01    0.2065706310E-01
     1.221730476        0.1745329252E-01    0.2065704207E-01
     1.256637061        0.1745329252E-01    0.2065702271E-01
     1.291543646        0.1745329252E-01    0.2065700513E-01
     1.326450232        0.1745329252E-01    0.2065698941E-01
     1.361356817        0.1745329252E-01    0.2065697563E-01
     1.396263402        0.1745329252E-01    0.2065696386E-01
     1.431169987        0.1745329252E-01    0.2065695414E-01
     1.466076572        0.1745329252E-01    0.2065694654E-01
     1.500983157        0.1745329252E-01    0.2065694108E-01
     1.535889742        0.1745329252E-01    0.2065693779E-01
     1.570796327        0.1745329252E-01    0.2065693669E-01
     1.605702912        0.1745329252E-01    0.2065693779E-01
     1.640609497        0.1745329252E-01    0.2065694108E-01
     1.675516082        0.1745329252E-01    0.2065694654E-01
     1.710422667        0.1745329252E-01    0.2065695414E-01
     1.745329252        0.1745329252E-01    0.2065696386E-01
     1.780235837        0.1745329252E-01    0.2065697563E-01
     1.815142422        0.1745329252E-01    0.2065698941E-01
     1.850049007        0.1745329252E-01    0.2065700513E-01
     1.884955592        0.1745329252E-01    0.2065702271E-01
     1.919862177        0.1745329252E-01    0.2065704207E-01
     1.954768762        0.1745329252E-01    0.2065706310E-01
     1.989675347        0.1745329252E-01    0.2065708572E-01
     2.024581932        0.1745329252E-01    0.2065710981E-01
     2.059488517        0.1745329252E-01    0.2065713524E-01
     2.094395102        0.1745329252E-01    0.2065716191E-01
     2.129301687        0.1745329252E-01    0.2065718967E-01
     2.164208272        0.1745329252E-01    0.2065721840E-01
     2.199114858        0.1745329252E-01    0.2065724795E-01
     2.234021443        0.1745329252E-01    0.2065727818E-01
     2.268928028        0.1745329252E-01    0.2065730895E-01
     2.303834613        0.1745329252E-01    0.2065734009E-01
     2.338741198        0.1745329252E-01    0.2065737147E-01
     2.373647783        0.1745329252E-01    0.2065740292E-01
     2.408554368        0.1745329252E-01    0.2065743430E-01
     2.443460953        0.1745329252E-01    0.2065746545E-01
     2.478367538        0.1745329252E-01    0.2065749622E-01
     2.513274123        0.1745329252E-01    0.2065752646E-01
     2.548180708        0.1745329252E-01    0.2065755602E-01
     2.583087293        0.1745329252E-01    0.2065758477E-01
     2.617993878        0.1745329252E-01    0.2065761255E-01
     2.652900463        0.1745329252E-01    0.2065763923E-01
     2.687807048        0.1745329252E-01    0.2065766468E-01
     2.722713633        0.1745329252E-01    0.2065768879E-01
     2.757620218        0.1745329252E-01    0.2065771142E-01
     2.792526803        0.1745329252E-01    0.2065773248E-01
     2.827433388        0.1745329252E-01    0.2065775186E-01
     2.862339973        0.1745329252E-01    0.2065776945E-01
     2.897246558        0.1745329252E-01    0.2065778519E-01
     2.932153143        0.1745329252E-01    0.2065779898E-01
     2.967059728        0.1745329252E-01    0.2065781077E-01
     3.001966313        0.1745329252E-01    0.2065782050E-01
     3.036872898        0.1745329252E-01    0.2065782811E-01
     3.071779484        0.1745329252E-01    0.2065783358E-01
     3.106686069        0.1745329252E-01    0.2065783687E-01
     3.141592654        0.1745329252E-01    0.2065783797E-01
     3.176499239        0.1745329252E-01    0.2065783687E-01
     3.211405824        0.1745329252E-01    0.2065783358E-01
     3.246312409        0.1745329252E-01    0.2065782811E-01
     3.281218994        0.1745329252E-01    0.2065782050E-01
     3.316125579        0.1745329252E-01    0.2065781077E-01
     3.351032164        0.1745329252E-01    0.2065779898E-01
     3.385938749        0.1745329252E-01    0.2065778519E-01
     3.420845334        0.1745329252E-01    0.2065776945E-01
     3.455751919        0.1745329252E-01    0.2065775186E-01
     3.490658504        0.1745329252E-01    0.2065773248E-01
     3.525565089        0.1745329252E-01    0.2065771142E-01
     3.560471674        0.1745329252E-01    0.2065768879E-01
     3.595378259        0.1745329252E-01    0.2065766468E-01
     3.630284844        0.1745329252E-01    0.2065763923E-01
     3.665191429        0.1745329252E-01    0.2065761255E-01
     3.700098014        0.1745329252E-01    0.2065758477E-01
     3.735004599        0.1745329252E-01    0.2065755602E-01
     3.769911184        0.1745329252E-01    0.2065752646E-01
     3.804817769        0.1745329252E-01    0.2065749622E-01
     3.839724354        0.1745329252E-01    0.2065746545E-01
     3.874630939        0.1745329252E-01    0.2065743430E-01
     3.909537524        0.1745329252E-01    0.2065740292E-01
     3.944444110        0.1745329252E-01    0.2065737147E-01
     3.979350695        0.1745329252E-01    0.2065734009E-01
     4.014257280        0.1745329252E-01    0.2065730895E-01
     4.049163865        0.1745329252E-01    0.2065727818E-01
