"chi2","mu","eta","alpha","zeta","rho_mantle","rho_core","R_core","rho_layer","R_layer","eta_layer","mu_layer"
10.149598459639016,73.268399,25.727939,0.121349,-2.605778,3368.537,6634.98,373.774082,3374.015,422.444595,1.904138,3.908995
5.1268750890670125,74.436368,25.859596,0.124461,-0.74194,3340.874,6664.674,449.598153,3371.407,582.26275,15.818854,17.018785
8.811456873777017,83.092669,25.304421,0.127213,-2.325404,3372.54,5038.795999999999,446.190453,3373.2700000000004,582.922781,3.56327,47.466559
6.918572404137709,83.53679,22.727437,0.120649,1.076079,3372.382,6989.111,347.691659,3374.653,610.437685,14.357096,60.586195
5.951272103082249,68.990971,21.852008,0.2992,2.531414,3374.362,6128.986,372.800616,3374.444,626.942126,16.486343,28.350007
4.206025779781018,87.018446,23.319264,0.122292,-0.648574,3351.431,6842.277,414.713396,3372.3740000000003,633.641463,11.941751,68.95787
2.512401283643947,89.142319,21.007737,0.111146,1.949232,3352.207,6765.299,417.342821,3372.989,637.029381,5.754598,8.102475
6.615580081102841,79.263998,26.964364,0.112386,-3.329346,3368.3469999999998,6803.206,366.23212,3373.7270000000003,547.591946,12.350848,41.90944
4.284773561734096,72.490415,22.124901,0.2118,0.910785,3353.724,6749.893,413.226071,3372.875,611.710013,16.270983,17.554802
17.611692547623775,75.804657,21.218009,0.142687,2.3868,3362.5530000000003,6684.848,390.069944,3373.394,568.2095,15.303994,20.550861
2.692370445314117,89.592791,25.590808,0.153901,-3.092857,3370.402,5506.977,420.76711,3373.482,688.777552,8.308963,51.858154
4.597819708990302,76.319015,21.604637,0.104875,1.371215,3364.1459999999997,5680.148,429.605871,3371.837,581.97119,21.044602,61.229639
